#amplitude, #m1, #m2, #spz, #del_t, #f_low,
2.31722428697e-19, 10, 10, 0.1, 0.000244140625, 60
2.1450443657e-19, 11, 10, 0.1, 0.000244140625, 60
2.25264931788e-19, 11, 11, 0.1, 0.000244140625, 60
2.47460125933e-19, 12, 10, 0.1, 0.000244140625, 60
2.45453976839e-19, 12, 11, 0.1, 0.000244140625, 60
2.73864595214e-19, 12, 12, 0.1, 0.000244140625, 60
2.57386331399e-19, 13, 10, 0.1, 0.000244140625, 60
2.65171636173e-19, 13, 11, 0.1, 0.000244140625, 60
2.94013705245e-19, 13, 12, 0.1, 0.000244140625, 60
2.79430881591e-19, 13, 13, 0.1, 0.000244140625, 60
2.54694608317e-19, 14, 10, 0.1, 0.000244140625, 60
2.80903228556e-19, 14, 11, 0.1, 0.000244140625, 60
2.8939125046e-19, 14, 12, 0.1, 0.000244140625, 60
2.82059702644e-19, 14, 13, 0.1, 0.000244140625, 60
2.94394839258e-19, 14, 14, 0.1, 0.000244140625, 60
2.5974503242e-19, 15, 10, 0.1, 0.000244140625, 60
2.84579203096e-19, 15, 11, 0.1, 0.000244140625, 60
2.95283962677e-19, 15, 12, 0.1, 0.000244140625, 60
2.94639028356e-19, 15, 13, 0.1, 0.000244140625, 60
3.05394035793e-19, 15, 14, 0.1, 0.000244140625, 60
3.3766744231e-19, 15, 15, 0.1, 0.000244140625, 60
2.7524993136e-19, 16, 10, 0.1, 0.000244140625, 60
3.03715443228e-19, 16, 11, 0.1, 0.000244140625, 60
2.91709344094e-19, 16, 12, 0.1, 0.000244140625, 60
3.03430585615e-19, 16, 13, 0.1, 0.000244140625, 60
3.30076083144e-19, 16, 14, 0.1, 0.000244140625, 60
3.6617824869e-19, 16, 15, 0.1, 0.000244140625, 60
3.59014129283e-19, 16, 16, 0.1, 0.000244140625, 60
2.78168428061e-19, 17, 10, 0.1, 0.000244140625, 60
3.13564518421e-19, 17, 11, 0.1, 0.000244140625, 60
3.24038671722e-19, 17, 12, 0.1, 0.000244140625, 60
3.32986695027e-19, 17, 13, 0.1, 0.000244140625, 60
3.60626794782e-19, 17, 14, 0.1, 0.000244140625, 60
3.4618233135e-19, 17, 15, 0.1, 0.000244140625, 60
3.75003641631e-19, 17, 16, 0.1, 0.000244140625, 60
3.93590692436e-19, 17, 17, 0.1, 0.000244140625, 60
2.7668865126e-19, 18, 10, 0.1, 0.000244140625, 60
3.1352683331e-19, 18, 11, 0.1, 0.000244140625, 60
3.2649151994e-19, 18, 12, 0.1, 0.000244140625, 60
3.36892710206e-19, 18, 13, 0.1, 0.000244140625, 60
3.39668795878e-19, 18, 14, 0.1, 0.000244140625, 60
3.65392278142e-19, 18, 15, 0.1, 0.000244140625, 60
3.84864780258e-19, 18, 16, 0.1, 0.000244140625, 60
4.04098487157e-19, 18, 17, 0.1, 0.000244140625, 60
4.22121390502e-19, 18, 18, 0.1, 0.000244140625, 60
2.78211079826e-19, 19, 10, 0.1, 0.000244140625, 60
2.98509529908e-19, 19, 11, 0.1, 0.000244140625, 60
3.18495337923e-19, 19, 12, 0.1, 0.000244140625, 60
3.20441676346e-19, 19, 13, 0.1, 0.000244140625, 60
3.74568855543e-19, 19, 14, 0.1, 0.000244140625, 60
3.82173971629e-19, 19, 15, 0.1, 0.000244140625, 60
3.94514945561e-19, 19, 16, 0.1, 0.000244140625, 60
4.194927053e-19, 19, 17, 0.1, 0.000244140625, 60
4.33748352643e-19, 19, 18, 0.1, 0.000244140625, 60
4.45891607759e-19, 19, 19, 0.1, 0.000244140625, 60
